reportedyear,FSA,reportedmonth,MCI,Count of MCI
2018,M1J,January,Auto Theft,1
2018,M1J,July,Auto Theft,1
2018,M1J,June,Auto Theft,1
2018,M1J,March,Auto Theft,2
2018,M1J,May,Auto Theft,2
2018,M1J,November,Auto Theft,2
2018,M1J,October,Auto Theft,3
2018,M1J,September,Auto Theft,4
2018,M1J,April,Break and Enter,5
2018,M1J,August,Break and Enter,4
2018,M1J,December,Break and Enter,1
2018,M1J,February,Break and Enter,4
2018,M1J,January,Break and Enter,8
2018,M1J,July,Break and Enter,10
2018,M1J,June,Break and Enter,3
2018,M1J,March,Break and Enter,4
2018,M1J,May,Break and Enter,5
2018,M1J,November,Break and Enter,4
2018,M1J,October,Break and Enter,2
2018,M1J,September,Break and Enter,6
2018,M1J,August,Robbery,5
2018,M1J,December,Robbery,1
2018,M1J,February,Robbery,4
2018,M1J,July,Robbery,1
2018,M1J,June,Robbery,2
2018,M1J,March,Robbery,1
2018,M1J,November,Robbery,4
2018,M1J,October,Robbery,2
2018,M1J,September,Robbery,5
2018,M1J,April,Theft Over,1
2018,M1J,August,Theft Over,1
2018,M1J,December,Theft Over,1
2018,M1J,March,Theft Over,1
2018,M1J,October,Theft Over,2
2019,M1J,April,Assault,24
2019,M1J,August,Assault,30
2019,M1J,December,Assault,21
2019,M1J,February,Assault,15
2019,M1J,January,Assault,26
2019,M1J,July,Assault,19
2019,M1J,June,Assault,25
2019,M1J,March,Assault,22
2019,M1J,May,Assault,26
2019,M1J,November,Assault,18
2019,M1J,October,Assault,30
2019,M1J,September,Assault,24
2019,M1J,April,Auto Theft,1
2019,M1J,August,Auto Theft,5
2019,M1J,December,Auto Theft,2
2019,M1J,February,Auto Theft,4
2019,M1J,January,Auto Theft,2
2019,M1J,July,Auto Theft,5
2019,M1J,June,Auto Theft,5
2019,M1J,March,Auto Theft,2
2019,M1J,May,Auto Theft,5
2019,M1J,November,Auto Theft,1
2019,M1J,October,Auto Theft,4
2019,M1J,September,Auto Theft,1
2019,M1J,April,Break and Enter,6
2019,M1J,August,Break and Enter,7
2019,M1J,December,Break and Enter,5
2019,M1J,February,Break and Enter,6
2019,M1J,January,Break and Enter,4
2019,M1J,July,Break and Enter,5
2019,M1J,June,Break and Enter,4
2019,M1J,March,Break and Enter,4
2019,M1J,May,Break and Enter,9
2019,M1J,November,Break and Enter,6
2019,M1J,October,Break and Enter,6
2019,M1J,September,Break and Enter,5
2019,M1J,April,Robbery,3
2019,M1J,August,Robbery,1
2019,M1J,December,Robbery,3
2019,M1J,February,Robbery,6
2019,M1J,January,Robbery,2
2019,M1J,July,Robbery,5
2019,M1J,June,Robbery,4
2019,M1J,March,Robbery,3
2019,M1J,May,Robbery,3
2019,M1J,November,Robbery,7
2019,M1J,October,Robbery,6
2019,M1J,September,Robbery,1
2019,M1J,January,Theft Over,3
2019,M1J,March,Theft Over,1
2019,M1J,October,Theft Over,2
2017,M1K,April,Assault,36
2017,M1K,August,Assault,32
2017,M1K,December,Assault,38
2017,M1K,February,Assault,44
2017,M1K,January,Assault,35
2017,M1K,July,Assault,48
2017,M1K,June,Assault,34
2017,M1K,March,Assault,34
2017,M1K,May,Assault,31
2017,M1K,November,Assault,32
2017,M1K,October,Assault,31
2017,M1K,September,Assault,37
2017,M1K,April,Auto Theft,5
2017,M1K,August,Auto Theft,6
2017,M1K,December,Auto Theft,10
2017,M1K,February,Auto Theft,6
2017,M1K,January,Auto Theft,1
2017,M1K,July,Auto Theft,4
2017,M1K,June,Auto Theft,4
2017,M1K,March,Auto Theft,2
2017,M1K,May,Auto Theft,3
2017,M1K,November,Auto Theft,2
2017,M1K,October,Auto Theft,6
2017,M1K,September,Auto Theft,4
2017,M1K,April,Break and Enter,7
2017,M1K,August,Break and Enter,12
2017,M1K,December,Break and Enter,10
2017,M1K,February,Break and Enter,12
2017,M1K,January,Break and Enter,7
2017,M1K,July,Break and Enter,17
2017,M1K,June,Break and Enter,7
2017,M1K,March,Break and Enter,10
2017,M1K,May,Break and Enter,9
2017,M1K,November,Break and Enter,12
2017,M1K,October,Break and Enter,12
2017,M1K,September,Break and Enter,11
2017,M1K,April,Robbery,6
2017,M1K,August,Robbery,11
2017,M1K,December,Robbery,6
2017,M1K,February,Robbery,13
2017,M1K,January,Robbery,7
2017,M1K,July,Robbery,7
2017,M1K,June,Robbery,11
2017,M1K,March,Robbery,6
2017,M1K,May,Robbery,6
2017,M1K,November,Robbery,9
2017,M1K,October,Robbery,14
2017,M1K,September,Robbery,6
2017,M1K,April,Theft Over,1
2017,M1K,August,Theft Over,1
2017,M1K,December,Theft Over,3
2017,M1K,March,Theft Over,1
2017,M1K,September,Theft Over,1
2018,M1K,April,Assault,40
2018,M1K,August,Assault,47
2018,M1K,December,Assault,27
2018,M1K,February,Assault,34
2018,M1K,January,Assault,36
2018,M1K,July,Assault,46
2018,M1K,June,Assault,28
2018,M1K,March,Assault,28
2018,M1K,May,Assault,38
2018,M1K,November,Assault,21
2018,M1K,October,Assault,45
2018,M1K,September,Assault,35
2018,M1K,April,Auto Theft,3
2018,M1K,August,Auto Theft,2
2018,M1K,December,Auto Theft,7
2018,M1K,February,Auto Theft,5
2018,M1K,January,Auto Theft,5
2018,M1K,July,Auto Theft,5
2018,M1K,June,Auto Theft,3
2018,M1K,March,Auto Theft,3
2018,M1K,May,Auto Theft,5
2018,M1K,November,Auto Theft,3
2018,M1K,October,Auto Theft,4
2018,M1K,September,Auto Theft,6
2018,M1K,April,Break and Enter,10
2018,M1K,August,Break and Enter,9
2018,M1K,December,Break and Enter,10
2018,M1K,February,Break and Enter,9
2018,M1K,January,Break and Enter,4
2018,M1K,July,Break and Enter,5
2018,M1K,June,Break and Enter,4
2018,M1K,March,Break and Enter,14
2018,M1K,May,Break and Enter,23
2018,M1K,November,Break and Enter,6
2018,M1K,October,Break and Enter,6
2018,M1K,September,Break and Enter,8
2018,M1K,April,Robbery,3
2018,M1K,August,Robbery,4
2018,M1K,December,Robbery,3
2018,M1K,February,Robbery,6
2018,M1K,January,Robbery,9
2018,M1K,July,Robbery,5
2018,M1K,June,Robbery,2
2018,M1K,March,Robbery,10
2018,M1K,May,Robbery,5
2018,M1K,November,Robbery,2
2018,M1K,October,Robbery,1
2018,M1K,September,Robbery,6
2018,M1K,August,Theft Over,2
2018,M1K,February,Theft Over,8
2018,M1K,January,Theft Over,5
2018,M1K,July,Theft Over,1
2018,M1K,March,Theft Over,2
2018,M1K,May,Theft Over,1
2018,M1K,November,Theft Over,1
2018,M1K,October,Theft Over,5
2018,M1K,September,Theft Over,1
2019,M1K,April,Assault,29
2019,M1K,August,Assault,30
2019,M1K,December,Assault,22
2019,M1K,February,Assault,32
2019,M1K,January,Assault,12
2019,M1K,July,Assault,53
2019,M1K,June,Assault,35
2019,M1K,March,Assault,34
2019,M1K,May,Assault,47
2019,M1K,November,Assault,33
2019,M1K,October,Assault,31
2019,M1K,September,Assault,40
2019,M1K,April,Auto Theft,5
2019,M1K,August,Auto Theft,5
2019,M1K,December,Auto Theft,9
2019,M1K,February,Auto Theft,4
2019,M1K,January,Auto Theft,2
2019,M1K,July,Auto Theft,6
2019,M1K,June,Auto Theft,3
2019,M1K,March,Auto Theft,6
2019,M1K,May,Auto Theft,4
2019,M1K,November,Auto Theft,4
2019,M1K,October,Auto Theft,7
2019,M1K,September,Auto Theft,8
2019,M1K,April,Break and Enter,8
2019,M1K,August,Break and Enter,16
2019,M1K,December,Break and Enter,4
2019,M1K,February,Break and Enter,3
2019,M1K,January,Break and Enter,7
2019,M1K,July,Break and Enter,8
2019,M1K,June,Break and Enter,9
2019,M1K,March,Break and Enter,5
2019,M1K,May,Break and Enter,9
2019,M1K,November,Break and Enter,15
2019,M1K,October,Break and Enter,8
2019,M1K,September,Break and Enter,8
2019,M1K,April,Robbery,3
2019,M1K,August,Robbery,11
2019,M1K,December,Robbery,4
2019,M1K,February,Robbery,4
2019,M1K,January,Robbery,2
2019,M1K,July,Robbery,3
2019,M1K,June,Robbery,6
2019,M1K,March,Robbery,2
2019,M1K,May,Robbery,4
2019,M1K,November,Robbery,8
2019,M1K,October,Robbery,3
2019,M1K,September,Robbery,5
2019,M1K,April,Theft Over,2
2019,M1K,August,Theft Over,2
2019,M1K,December,Theft Over,1
2019,M1K,February,Theft Over,1
2019,M1K,July,Theft Over,1
2019,M1K,June,Theft Over,1
2019,M1K,May,Theft Over,2
2019,M1K,October,Theft Over,1
2019,M1K,September,Theft Over,3
2017,M1L,April,Assault,20
2017,M1L,August,Assault,24
2017,M1L,December,Assault,31
2017,M1L,February,Assault,27
2017,M1L,January,Assault,24
2017,M1L,July,Assault,22
2017,M1L,June,Assault,38
2017,M1L,March,Assault,36
2017,M1L,May,Assault,38
2017,M1L,November,Assault,37
2017,M1L,October,Assault,34
2017,M1L,September,Assault,31
2017,M1L,April,Auto Theft,1
2017,M1L,August,Auto Theft,4
2017,M1L,December,Auto Theft,5
2017,M1L,February,Auto Theft,6
2017,M1L,January,Auto Theft,3
2017,M1L,July,Auto Theft,4
2017,M1L,June,Auto Theft,4
2017,M1L,March,Auto Theft,1
2017,M1L,May,Auto Theft,4
2017,M1L,November,Auto Theft,17
2017,M1L,October,Auto Theft,2
2017,M1L,September,Auto Theft,5
2017,M1L,April,Break and Enter,16
2017,M1L,August,Break and Enter,16
2017,M1L,December,Break and Enter,6
2017,M1L,February,Break and Enter,11
2017,M1L,January,Break and Enter,13
2017,M1L,July,Break and Enter,13
2017,M1L,June,Break and Enter,14
2017,M1L,March,Break and Enter,8
2017,M1L,May,Break and Enter,15
2017,M1L,November,Break and Enter,22
2017,M1L,October,Break and Enter,12
2017,M1L,September,Break and Enter,10
2017,M1L,April,Robbery,3
2017,M1L,August,Robbery,2
2017,M1L,December,Robbery,4
2017,M1L,February,Robbery,2
2017,M1L,January,Robbery,8
2017,M1L,July,Robbery,8
2017,M1L,June,Robbery,5
2017,M1L,March,Robbery,4
2017,M1L,May,Robbery,6
2017,M1L,November,Robbery,4
2017,M1L,October,Robbery,11
2017,M1L,September,Robbery,5
2017,M1L,August,Theft Over,2
2017,M1L,December,Theft Over,1
2017,M1L,February,Theft Over,1
2017,M1L,January,Theft Over,1
2017,M1L,March,Theft Over,1
2017,M1L,May,Theft Over,1
2017,M1L,October,Theft Over,1
2017,M1L,September,Theft Over,1
2018,M1L,April,Assault,46
2018,M1L,August,Assault,31
2018,M1L,December,Assault,36
2018,M1L,February,Assault,39
2018,M1L,January,Assault,35
2018,M1L,July,Assault,56
2018,M1L,June,Assault,39
2018,M1L,March,Assault,35
2018,M1L,May,Assault,40
2018,M1L,November,Assault,18
2018,M1L,October,Assault,29
2018,M1L,September,Assault,29
2018,M1L,April,Auto Theft,3
2018,M1L,August,Auto Theft,5
2018,M1L,December,Auto Theft,6
2018,M1L,February,Auto Theft,3
2018,M1L,January,Auto Theft,3
2018,M1L,July,Auto Theft,11
2018,M1L,June,Auto Theft,3
2018,M1L,March,Auto Theft,1
2018,M1L,May,Auto Theft,3
2018,M1L,November,Auto Theft,4
2018,M1L,October,Auto Theft,2
2018,M1L,September,Auto Theft,5
2018,M1L,April,Break and Enter,10
2018,M1L,August,Break and Enter,8
2018,M1L,December,Break and Enter,8
2018,M1L,February,Break and Enter,18
2018,M1L,January,Break and Enter,7
2018,M1L,July,Break and Enter,14
2018,M1L,June,Break and Enter,11
2018,M1L,March,Break and Enter,10
2018,M1L,May,Break and Enter,11
2018,M1L,November,Break and Enter,8
2018,M1L,October,Break and Enter,5
2018,M1L,September,Break and Enter,13
2018,M1L,April,Robbery,5
2018,M1L,August,Robbery,2
2018,M1L,February,Robbery,5
2018,M1L,July,Robbery,7
2018,M1L,June,Robbery,4
2018,M1L,March,Robbery,8
2018,M1L,May,Robbery,10
2018,M1L,November,Robbery,6
2018,M1L,October,Robbery,3
2018,M1L,September,Robbery,5
2018,M1L,April,Theft Over,1
2018,M1L,August,Theft Over,2
2018,M1L,January,Theft Over,1
2018,M1L,July,Theft Over,1
2018,M1L,June,Theft Over,1
2018,M1L,March,Theft Over,1
2018,M1L,November,Theft Over,4
2018,M1L,October,Theft Over,1
2018,M1L,September,Theft Over,1
2019,M1L,April,Assault,35
2019,M1L,August,Assault,28
2019,M1L,December,Assault,32
2019,M1L,February,Assault,24
2019,M1L,January,Assault,40
2019,M1L,July,Assault,51
2019,M1L,June,Assault,32
2019,M1L,March,Assault,24
2019,M1L,May,Assault,49
2019,M1L,November,Assault,22
2019,M1L,October,Assault,36
2019,M1L,September,Assault,32
2019,M1L,April,Auto Theft,3
2019,M1L,August,Auto Theft,7
2019,M1L,December,Auto Theft,5
2019,M1L,February,Auto Theft,7
2019,M1L,January,Auto Theft,5
2019,M1L,July,Auto Theft,11
2019,M1L,June,Auto Theft,5
2019,M1L,March,Auto Theft,5
2019,M1L,May,Auto Theft,5
2019,M1L,November,Auto Theft,4
2019,M1L,October,Auto Theft,5
2019,M1L,September,Auto Theft,6
2019,M1L,April,Break and Enter,8
2019,M1L,August,Break and Enter,7
2019,M1L,December,Break and Enter,4
2019,M1L,February,Break and Enter,15
2019,M1L,January,Break and Enter,10
2019,M1L,July,Break and Enter,11
2019,M1L,June,Break and Enter,4
2019,M1L,March,Break and Enter,14
2019,M1L,May,Break and Enter,10
2019,M1L,November,Break and Enter,8
2019,M1L,October,Break and Enter,9
2019,M1L,September,Break and Enter,6
2019,M1L,April,Robbery,6
2019,M1L,August,Robbery,4
2019,M1L,December,Robbery,2
2019,M1L,February,Robbery,6
2019,M1L,January,Robbery,9
2019,M1L,July,Robbery,4
2019,M1L,June,Robbery,1
2019,M1L,March,Robbery,3
2019,M1L,May,Robbery,6
2019,M1L,November,Robbery,7
2019,M1L,October,Robbery,6
2019,M1L,September,Robbery,1
2019,M1L,April,Theft Over,5
2019,M1L,August,Theft Over,2
2019,M1L,January,Theft Over,4
2019,M1L,July,Theft Over,1
2019,M1L,June,Theft Over,1
2019,M1L,March,Theft Over,2
2019,M1L,November,Theft Over,2
2019,M1L,October,Theft Over,1
2019,M1L,September,Theft Over,1
2017,M1M,April,Assault,17
2017,M1M,August,Assault,10
2017,M1M,December,Assault,15
2017,M1M,February,Assault,9
2017,M1M,January,Assault,17
2017,M1M,July,Assault,13
2017,M1M,June,Assault,21
2017,M1M,March,Assault,10
2017,M1M,May,Assault,12
2017,M1M,November,Assault,7
2017,M1M,October,Assault,11
2017,M1M,September,Assault,14
2017,M1M,August,Auto Theft,1
2017,M1M,December,Auto Theft,2
2017,M1M,January,Auto Theft,2
2017,M1M,July,Auto Theft,3
2017,M1M,June,Auto Theft,1
2017,M1M,March,Auto Theft,2
2017,M1M,May,Auto Theft,1
2017,M1M,November,Auto Theft,2
2017,M1M,October,Auto Theft,2
2017,M1M,September,Auto Theft,5
2017,M1M,April,Break and Enter,6
2017,M1M,August,Break and Enter,1
2017,M1M,December,Break and Enter,2
2017,M1M,February,Break and Enter,1
2017,M1M,January,Break and Enter,2
2017,M1M,July,Break and Enter,5
2017,M1M,June,Break and Enter,5
2017,M1M,March,Break and Enter,2
2017,M1M,May,Break and Enter,4
2017,M1M,November,Break and Enter,9
2017,M1M,October,Break and Enter,7
2017,M1M,September,Break and Enter,2
2017,M1M,April,Robbery,4
2017,M1M,December,Robbery,2
2017,M1M,February,Robbery,3
2017,M1M,January,Robbery,1
2017,M1M,July,Robbery,3
2017,M1M,June,Robbery,11
2017,M1M,March,Robbery,2
2017,M1M,May,Robbery,4
2017,M1M,November,Robbery,3
2017,M1M,October,Robbery,2
2017,M1M,September,Robbery,2
2017,M1M,April,Theft Over,1
2017,M1M,December,Theft Over,1
2017,M1M,January,Theft Over,2
2017,M1M,July,Theft Over,1
2017,M1M,May,Theft Over,2
2017,M1M,September,Theft Over,1
2018,M1M,April,Assault,11
2018,M1M,August,Assault,12
2018,M1M,December,Assault,14
2018,M1M,February,Assault,13
2018,M1M,January,Assault,12
2018,M1M,July,Assault,23
2018,M1M,June,Assault,16
2018,M1M,March,Assault,18
2018,M1M,May,Assault,22
2018,M1M,November,Assault,16
2018,M1M,October,Assault,16
2018,M1M,September,Assault,11
2018,M1M,April,Auto Theft,2
2018,M1M,August,Auto Theft,4
2018,M1M,December,Auto Theft,5
2018,M1M,February,Auto Theft,3
2018,M1M,January,Auto Theft,3
2018,M1M,July,Auto Theft,8
2018,M1M,March,Auto Theft,1
2018,M1M,May,Auto Theft,2
2018,M1M,November,Auto Theft,1
2018,M1M,October,Auto Theft,2
2018,M1M,September,Auto Theft,1
2018,M1M,April,Break and Enter,6
2018,M1M,August,Break and Enter,8
2018,M1M,February,Break and Enter,3
2018,M1M,January,Break and Enter,5
2018,M1M,July,Break and Enter,10
2018,M1M,June,Break and Enter,11
2018,M1M,March,Break and Enter,6
2018,M1M,May,Break and Enter,4
2018,M1M,November,Break and Enter,3
2018,M1M,October,Break and Enter,4
2018,M1M,September,Break and Enter,5
2018,M1M,April,Robbery,1
2018,M1M,August,Robbery,3
2018,M1M,December,Robbery,1
2018,M1M,February,Robbery,2
2018,M1M,January,Robbery,1
2018,M1M,July,Robbery,3
2018,M1M,March,Robbery,2
2018,M1M,May,Robbery,1
2018,M1M,November,Robbery,1
2018,M1M,October,Robbery,2
2018,M1M,September,Robbery,3
2018,M1M,January,Theft Over,1
2018,M1M,July,Theft Over,1
2018,M1M,June,Theft Over,1
2018,M1M,March,Theft Over,1
2019,M1M,April,Assault,10
2019,M1M,August,Assault,23
2019,M1M,December,Assault,10
2019,M1M,February,Assault,13
2019,M1M,January,Assault,16
2019,M1M,July,Assault,16
2019,M1M,June,Assault,13
2019,M1M,March,Assault,17
2019,M1M,May,Assault,19
2019,M1M,November,Assault,10
2019,M1M,October,Assault,17
2019,M1M,September,Assault,18
2019,M1M,April,Auto Theft,2
2019,M1M,August,Auto Theft,3
2019,M1M,December,Auto Theft,3
2019,M1M,January,Auto Theft,2
2019,M1M,July,Auto Theft,1
2019,M1M,June,Auto Theft,2
2019,M1M,March,Auto Theft,1
2019,M1M,May,Auto Theft,2
2019,M1M,November,Auto Theft,1
2019,M1M,October,Auto Theft,7
2019,M1M,September,Auto Theft,2
2019,M1M,April,Break and Enter,3
2019,M1M,August,Break and Enter,3
2019,M1M,December,Break and Enter,4
2019,M1M,February,Break and Enter,6
2019,M1M,January,Break and Enter,5
2019,M1M,June,Break and Enter,5
2019,M1M,March,Break and Enter,1
2019,M1M,May,Break and Enter,9
2019,M1M,November,Break and Enter,2
2019,M1M,October,Break and Enter,7
2019,M1M,September,Break and Enter,8
2019,M1M,April,Robbery,2
2019,M1M,August,Robbery,3
2019,M1M,February,Robbery,4
2019,M1M,January,Robbery,2
2019,M1M,July,Robbery,2
2019,M1M,June,Robbery,2
2019,M1M,March,Robbery,2
2019,M1M,May,Robbery,2
2019,M1M,November,Robbery,4
2019,M1M,October,Robbery,2
2019,M1M,September,Robbery,4
2019,M1M,April,Theft Over,1
2019,M1M,July,Theft Over,1
2019,M1M,May,Theft Over,1
2017,M1N,April,Assault,15
2017,M1N,August,Assault,14
2017,M1N,December,Assault,15
2017,M1N,February,Assault,10
2017,M1N,January,Assault,7
2017,M1N,July,Assault,15
2017,M1N,June,Assault,16
2017,M1N,March,Assault,7
2017,M1N,May,Assault,14
2017,M1N,November,Assault,9
2017,M1N,October,Assault,18
2017,M1N,September,Assault,20
2017,M1N,April,Auto Theft,1
2017,M1N,February,Auto Theft,1
2017,M1N,July,Auto Theft,3
2017,M1N,March,Auto Theft,1
2017,M1N,May,Auto Theft,2
2017,M1N,November,Auto Theft,1
2017,M1N,October,Auto Theft,1
2017,M1N,September,Auto Theft,1
2017,M1N,April,Break and Enter,9
2017,M1N,August,Break and Enter,4
2017,M1N,December,Break and Enter,6
2017,M1N,February,Break and Enter,6
2017,M1N,January,Break and Enter,5
2017,M1N,July,Break and Enter,8
2017,M1N,June,Break and Enter,7
2017,M1N,March,Break and Enter,12
2017,M1N,May,Break and Enter,9
2017,M1N,November,Break and Enter,3
2017,M1N,October,Break and Enter,14
2017,M1N,September,Break and Enter,5
2017,M1N,August,Robbery,1
2017,M1N,July,Robbery,4
2017,M1N,June,Robbery,1
2017,M1N,May,Robbery,2
2017,M1N,October,Robbery,2
2017,M1N,August,Theft Over,2
2017,M1N,March,Theft Over,1
2017,M1N,October,Theft Over,1
2017,M1N,September,Theft Over,1
2018,M1N,April,Assault,13
2018,M1N,August,Assault,22
2018,M1N,December,Assault,10
2018,M1N,February,Assault,15
2018,M1N,January,Assault,17
2018,M1N,July,Assault,18
2018,M1N,June,Assault,23
2018,M1N,March,Assault,14
2018,M1N,May,Assault,9
2018,M1N,November,Assault,32
2018,M1N,October,Assault,14
2018,M1N,September,Assault,15
2018,M1N,August,Auto Theft,3
2018,M1N,December,Auto Theft,4
2018,M1N,February,Auto Theft,5
2018,M1N,January,Auto Theft,1
2018,M1N,July,Auto Theft,1
2018,M1N,June,Auto Theft,2
2018,M1N,March,Auto Theft,1
2018,M1N,May,Auto Theft,3
2018,M1N,November,Auto Theft,1
2018,M1N,October,Auto Theft,3
2018,M1N,April,Break and Enter,8
2018,M1N,August,Break and Enter,7
2018,M1N,December,Break and Enter,1
2018,M1N,February,Break and Enter,5
2018,M1N,January,Break and Enter,12
2018,M1N,July,Break and Enter,8
2018,M1N,June,Break and Enter,3
2018,M1N,March,Break and Enter,5
2018,M1N,May,Break and Enter,5
2018,M1N,November,Break and Enter,6
2018,M1N,October,Break and Enter,5
2018,M1N,September,Break and Enter,5
2018,M1N,April,Robbery,1
2018,M1N,August,Robbery,3
2018,M1N,February,Robbery,2
2018,M1N,January,Robbery,1
2018,M1N,July,Robbery,4
2018,M1N,June,Robbery,2
2018,M1N,October,Robbery,4
2018,M1N,September,Robbery,2
2018,M1N,August,Theft Over,1
2018,M1N,December,Theft Over,1
2018,M1N,June,Theft Over,2
2018,M1N,March,Theft Over,2
2018,M1N,September,Theft Over,1
2019,M1N,April,Assault,20
2019,M1N,August,Assault,24
2019,M1N,December,Assault,15
2019,M1N,February,Assault,15
2019,M1N,January,Assault,14
2019,M1N,July,Assault,14
2019,M1N,June,Assault,14
2019,M1N,March,Assault,21
2019,M1N,May,Assault,7
2019,M1N,November,Assault,14
2019,M1N,October,Assault,20
2019,M1N,September,Assault,13
2019,M1N,April,Auto Theft,2
2019,M1N,August,Auto Theft,2
2019,M1N,December,Auto Theft,2
2019,M1N,February,Auto Theft,3
2019,M1N,January,Auto Theft,3
2019,M1N,July,Auto Theft,3
2019,M1N,June,Auto Theft,1
2019,M1N,March,Auto Theft,2
2019,M1N,May,Auto Theft,1
2019,M1N,November,Auto Theft,2
2019,M1N,October,Auto Theft,4
2019,M1N,September,Auto Theft,1
2019,M1N,April,Break and Enter,3
2019,M1N,August,Break and Enter,6
2019,M1N,December,Break and Enter,3
2019,M1N,February,Break and Enter,6
2019,M1N,January,Break and Enter,4
2019,M1N,July,Break and Enter,6
2019,M1N,June,Break and Enter,7
2019,M1N,March,Break and Enter,5
2019,M1N,May,Break and Enter,8
2019,M1N,November,Break and Enter,4
2019,M1N,October,Break and Enter,2
2019,M1N,September,Break and Enter,7
2019,M1N,April,Robbery,2
2019,M1N,August,Robbery,2
2019,M1N,February,Robbery,1
2019,M1N,July,Robbery,5
2019,M1N,March,Robbery,6
2019,M1N,May,Robbery,4
2019,M1N,November,Robbery,4
2019,M1N,October,Robbery,1
2019,M1N,September,Robbery,1
2019,M1N,December,Theft Over,1
2019,M1N,July,Theft Over,1
